Area Code,Day Mins,State,Prob,Eve Mins,Population variance of CustServ Calls,Population variance of Intl Mins
415,281.3,HI,1.000000000,301.5,0,0
415,276.2,HI,2.402414222e-10,165.8,0,0
415,253.2,HI,2.220446049e-16,438.9,1,0
408,242.4,HI,2.240733817e-11,152.9,0,0
415,241.9,HI,2.220446049e-16,145.2,0,0
415,235.8,HI,1.373888895e-10,157.2,0,0
415,235.6,HI,2.529680796e-10,115.9,0,0
510,218.9,HI,2.143344585e-11,208,0,0
415,214,HI,2.220446049e-16,192.4,0,0
415,211.7,HI,2.220446049e-16,139.2,0,0
415,211.1,HI,2.220446049e-16,176.7,0,0
408,197.9,HI,2.220446049e-16,165.6,0,0
415,197.3,HI,2.220446049e-16,305.8,0,0
415,194.2,HI,2.220446049e-16,173.4,0,0
415,190.9,HI,2.220446049e-16,161.4,0,0
510,189.8,HI,2.143344585e-11,173.7,0,0
510,189.3,HI,2.143344585e-11,155.9,0,0
408,187.3,HI,1.026150029e-11,239.7,0,0
408,181.4,HI,2.220446049e-16,253.8,0,0
415,174,HI,2.220446049e-16,205.3,0,0
510,166.6,HI,2.143344585e-11,218.8,0,0
415,156.2,HI,2.220446049e-16,90,0,0
415,154.6,HI,2.220446049e-16,245.6,0,0
408,151.4,HI,2.220446049e-16,152.4,0,0
408,150.9,HI,2.220446049e-16,268.6,0,0
415,147.9,HI,2.220446049e-16,209.3,0,0
415,145,HI,2.220446049e-16,194.5,0,0
408,139,HI,7.592299233e-11,250.7,0,0
408,135.7,HI,1.000000000,208.4,0,0
415,133.4,HI,2.220446049e-16,121,0,0
510,125.4,HI,2.143344585e-11,261.5,0,0
415,124.6,HI,2.220446049e-16,146.4,0,0
415,124.2,HI,2.220446049e-16,123.9,0,0
415,121.1,HI,2.220446049e-16,260.2,0,0
510,119.3,HI,2.143344585e-11,215.1,0,0
415,114.1,HI,2.220446049e-16,161.5,0,0
408,110.3,HI,2.220446049e-16,182.4,0,0
408,102.3,HI,2.436698248e-11,135.2,0,0
510,93.8,HI,2.143344585e-11,150,0,0
415,62.9,HI,2.220446049e-16,231,0,0
415,41.9,HI,2.220446049e-16,211,0,0
415,308.6,IA,1.000000000,150.8,0,0
510,261.4,IA,1.000000000,215.7,0,0
510,256.3,IA,4.602399940e-10,180.2,0,0
415,233.9,IA,2.220446049e-16,218.9,0,0
415,216.8,IA,2.915792591e-11,293,0,1.440000000
415,216,IA,6.817770731e-11,186.9,0,0
415,211.3,IA,4.928709331e-11,165.7,0,0
408,210.9,IA,2.143344585e-11,329.3,0,0
408,208,IA,2.143344585e-11,185,0,0
510,203.5,IA,2.220446049e-16,289.6,0,0
510,198.3,IA,2.769249142e-10,217.1,0,0
408,193.8,IA,2.143344585e-11,221.4,0,0
408,191.9,IA,2.143344585e-11,269.8,0,0
510,187.5,IA,2.220446049e-16,241.4,0,0
408,186.2,IA,2.143344585e-11,189.6,0,0
415,174.4,IA,2.220446049e-16,196.7,0,0
510,169.7,IA,0.999999998,141.4,0,0
510,161.2,IA,2.220446049e-16,252.2,0,0
408,158.8,IA,2.143344585e-11,264.8,0,0
415,158,IA,2.220446049e-16,292.5,0,0
510,156,IA,2.220446049e-16,256.8,0,0
415,155.4,IA,2.220446049e-16,164.1,0,0
510,153.5,IA,2.220446049e-16,287.3,0,0
415,150.4,IA,2.220446049e-16,230.5,0,0
510,141.4,IA,2.220446049e-16,186.4,0,0
510,139.1,IA,1.482578348e-09,246,0,0
415,138.5,IA,2.220446049e-16,153.2,0,0
415,136.1,IA,2.220446049e-16,204.2,0,0
510,134,IA,2.220446049e-16,206,0,0
408,126.3,IA,2.143344585e-11,168.8,0,0
415,120.7,IA,3.264013130e-11,307.2,0,0
415,118.4,IA,2.220446049e-16,144.1,0,0
415,113.7,IA,2.220446049e-16,165.1,0,0
510,88.1,IA,2.220446049e-16,175.9,0,0
510,274.4,ID,2.220446049e-16,198.6,0,0
510,270.8,ID,3.554749722e-09,220.4,0,0
415,266.9,ID,0.367616742,229.7,0,0
510,264.3,ID,2.220446049e-16,202.8,0,0
415,263.7,ID,0.468962993,186.5,0,0
415,251.8,ID,0.589453315,205.7,0,0
415,251.6,ID,0.251771932,197.6,0,0
415,247,ID,0.501890391,125.6,0,0
408,239.8,ID,2.143344585e-11,214.8,0,0
408,236.3,ID,2.143344585e-11,190.8,0,0
415,235.7,ID,0.253883465,136.9,0,0
510,232.6,ID,2.220446049e-16,153.2,0,0
408,232.6,ID,2.143344585e-11,253.4,0,0
415,225.2,ID,0.025912275,173.4,0,0
510,222.5,ID,2.220446049e-16,171.5,0,0
510,221.1,ID,2.220446049e-16,178.6,0,0
415,221.1,ID,0.143226143,110.8,0,0
415,220.7,ID,0.201279947,177.8,0,0
510,211.1,ID,2.220446049e-16,223.5,0,0
415,202.1,ID,0.461446502,195.7,0,0
415,201.3,ID,0.051327097,203.7,0,0
415,197.2,ID,0.075063113,242.3,0,0
408,196.4,ID,2.143344585e-11,280.9,0,0
415,194.8,ID,0.079909074,292.7,0,0
415,194.2,ID,0.122229691,193.8,0,0
510,193.9,ID,2.220446049e-16,189.8,0,0
408,192.1,ID,2.143344585e-11,169.9,0,0
408,190.4,ID,2.143344585e-11,158.1,0,0
510,189.5,ID,2.220446049e-16,207,0,0
510,186.2,ID,2.220446049e-16,286.7,0,0
415,184.1,ID,0.172278713,211.7,0,0
415,181.6,ID,0.053759294,213.2,0,0
510,178.1,ID,2.220446049e-16,242.8,0,0
415,177.3,ID,0.015356829,152.8,0,0
415,174.7,ID,0.911327620,148,0,0
415,173.1,ID,0.139649163,240.3,0,0
415,173,ID,0.043655480,209.4,0,0
415,172.9,ID,0.025676394,137.6,0,0
415,172.3,ID,0.065866817,266.2,0,0
408,170.5,ID,2.143344585e-11,277.5,0,0
415,167.7,ID,0.066417615,246.8,0,0
415,167.4,ID,0.603437100,258.6,0,0
510,162.3,ID,0.999999988,279.3,0,0
408,159.7,ID,2.143344585e-11,155.4,0,0
415,156.8,ID,0.129457772,215.8,0,0
510,154.4,ID,2.220446049e-16,203.8,0,0
510,150.9,ID,9.712169002e-09,161.8,0,0
415,148.2,ID,0.008975942,161.8,0,0
415,145.6,ID,0.032541521,98.3,0,0
415,140.4,ID,0.031083082,187.1,0,0
408,125.2,ID,2.143344585e-11,205.4,0,0
510,122.9,ID,2.220446049e-16,233.5,0,0
510,111.4,ID,2.265036182e-09,175,0,0
415,103.5,ID,0.635401785,117.9,0,0
408,102.8,ID,2.143344585e-11,143.7,0,0
415,96.8,ID,0.180939564,142.6,0,0
510,93.6,ID,2.032209117e-09,193.8,0,0
415,92.2,ID,0.012142171,211.2,0,0
415,85.8,ID,0.254755491,165.3,0,0
415,70.9,ID,0.023305036,134.5,0,0
408,268.4,IL,4.118417479e-11,174.4,0,0
415,266.1,IL,0.103144682,182,0,0
510,263.4,IL,4.567884690e-11,151.9,0,0
408,237.3,IL,1.000000000,176.7,0,0
415,236.8,IL,0.091040701,265.3,0,0
408,234.5,IL,2.220446049e-16,164.2,0,0
510,231.3,IL,5.988128814e-11,171.7,0,0
408,230.7,IL,1.848699768e-12,233.8,0,0
510,220.2,IL,5.027663391e-13,188.4,0,0
415,210.5,IL,0.076578256,250.5,0,0
415,210.4,IL,0.155034959,225.5,0,0
408,208.7,IL,2.220446049e-16,275.5,0,0
415,207,IL,0.083735339,173.8,0,0
415,201.9,IL,0.096101065,212.3,0,0
415,198.7,IL,0.143756575,209.5,0,0
415,198.4,IL,0.043395613,264.7,0,0
408,198.2,IL,2.220446049e-16,202.8,0,0
415,195,IL,0.148842441,210.5,0,0
510,192,IL,2.220446049e-16,139.5,0,0
415,191.9,IL,0.074210186,200.9,0,0
510,186.1,IL,1.000000000,198.6,0,0
415,185.6,IL,0.043415274,219.7,0,0
408,183.8,IL,2.220446049e-16,123.5,0,0
510,181.5,IL,2.220446049e-16,130.7,0,0
408,175.3,IL,3.867548144e-11,144.3,0,0
415,174.5,IL,0.124239292,197.4,0,0
408,171.2,IL,6.502926261e-12,185.8,0,0
510,169.3,IL,2.220446049e-16,217.9,0,0
510,164.6,IL,2.220446049e-16,270.6,0,0
415,163.3,IL,0.153518904,136,0,0
415,155.9,IL,0.020006196,256.1,0,0
510,154.1,IL,1.995061364e-10,195.3,0,0
415,144.6,IL,0.069522025,140,0,0
415,142.8,IL,0.062489507,272.3,0,0
408,134.5,IL,2.220446049e-16,143.1,0,0
510,128.2,IL,2.220446049e-16,48.1,0,0
415,124.8,IL,0.098489048,257.2,0,0
510,116.1,IL,2.220446049e-16,201.8,0,0
415,114.3,IL,0.064323009,199.8,0,0
415,112.6,IL,0.112606559,261.7,0,0
415,110,IL,0.117197754,147.3,0,0
415,109.1,IL,0.095745187,217.4,0,0
510,108.3,IL,2.220446049e-16,183.6,0,0
415,84.8,IL,0.022607473,136.7,0,0
510,300.4,IN,2.163985037e-11,133.2,0,0
408,296.4,IN,1.000000000,214.8,0,0
510,293,IN,1.291147815e-10,160.6,0,0
415,288.5,IN,0.025029480,203.4,0,0
510,287.4,IN,1,235.3,0,0
408,280.4,IN,2.220446049e-16,179.4,0,0
415,253.4,IN,0.030136552,182.4,0,0
510,249.9,IN,1.000000000,254.5,0,0
415,248.8,IN,0.169737526,140.3,0,0
510,247.8,IN,2.220446049e-16,130,0,0
415,243.8,IN,0.075733249,83.9,0,0
408,240.9,IN,4.012814140e-10,167.4,0,0
510,240.4,IN,2.220446049e-16,201.8,0,0
510,237.7,IN,2.220446049e-16,181.5,0,0
510,234.8,IN,2.220446049e-16,140.9,0,0
415,226.4,IN,0.109571614,276.8,0,0
415,224.1,IN,0.101941576,238.8,0,0
415,222.1,IN,0.132773688,199.4,0,0
408,220.6,IN,2.831500825e-11,211.1,0,0
510,219.9,IN,2.220446049e-16,143.3,0,0
415,219.7,IN,0.068556064,186.8,0,0
415,218.7,IN,0.028815891,155,0,0
510,216.3,IN,2.220446049e-16,266.3,0,0
510,216.2,IN,2.220446049e-16,215.6,0,0
510,214.8,IN,2.220446049e-16,149.7,0,0
415,213.4,IN,0.133086795,234.5,0,0
415,209.4,IN,0.086988992,347.3,0,0
415,209.2,IN,0.003903982,159.7,0,0
415,208.9,IN,0.003886563,252.4,0,0
415,206.7,IN,0.132627551,281.1,0,0
510,204.2,IN,1.605680214e-10,179.9,0,0
415,201.1,IN,0.259546735,170.7,0,0
415,199.3,IN,0.007818926,224.2,0,0
415,197.2,IN,0.054717579,156,0,0
415,196,IN,0.085150781,322.7,0,0
510,189.5,IN,2.220446049e-16,204.9,0,0
415,189.3,IN,0.092653511,174.9,0,0
408,185.9,IN,2.220446049e-16,212,0,0
408,185.3,IN,2.220446049e-16,219.1,0,0
408,185,IN,2.220446049e-16,249.5,0,0
415,183.2,IN,0.022634924,179.2,0,0
415,183.1,IN,0.137374534,147.4,0,0
408,175.5,IN,2.220446049e-16,249.3,0,0
408,170.5,IN,2.220446049e-16,173.7,0,0
408,168.3,IN,8.779695625e-10,270.9,0,0
415,166.2,IN,0.030695096,255.3,0,0
415,160.5,IN,0.366106496,240.5,0,0
415,158.7,IN,0.131399129,160.5,0,0
408,157.9,IN,0.999999999,155,0,0
510,154.5,IN,2.220446049e-16,193.6,0,0
415,151.8,IN,0.624213375,138,0,0
415,137.8,IN,0.428550819,225.8,0,0
510,135.4,IN,2.220446049e-16,238.1,0,0
415,129.1,IN,0.744894611,228.5,0,0
415,125.2,IN,0.103691534,230.9,0,0
415,118.4,IN,0.807762427,249.3,0,0
408,115.6,IN,2.220446049e-16,167.8,0,0
408,113.8,IN,2.220446049e-16,192.3,0,0
510,101.9,IN,2.220446049e-16,223.1,0,0
408,64.6,IN,2.220446049e-16,176.1,0,0
510,49.9,IN,2.888047934e-11,150.7,0,0
408,321.3,KS,0.738400916,167.9,0,0
415,293.3,KS,0.731810299,188.5,0,0
415,273.9,KS,0.532807818,278.6,0,0
510,268.1,KS,4.424250040e-09,120.5,0,0
415,267.9,KS,0.243357830,263.3,0,0
415,265.1,KS,0.230248233,197.4,0,0
415,260.5,KS,0.159806758,102.4,0,0
510,250.3,KS,0.999999996,260.6,0,0
415,249.6,KS,0.464779104,227.2,0,0
408,246.4,KS,0.657086380,182,0,0
510,243,KS,0.999999996,183.9,0,0
510,238.8,KS,2.220446049e-16,230,0,0
510,233.2,KS,3.953244509e-09,113.3,0,0
408,232.1,KS,0.074461056,292.3,0,0
415,231.5,KS,0.028966324,266.9,0,0
415,231.3,KS,0.052260436,224.7,0,0
415,230.2,KS,0.857834730,220.4,0,0
415,225.9,KS,0.890521431,275.6,0,0
408,225.5,KS,0.004901937,246.3,0,0
415,222.8,KS,0.001165784,215.9,0,0
510,217.7,KS,2.220446049e-16,273.5,0,0
510,208,KS,1.881854119e-09,95.1,0,0
415,207.6,KS,0.278820456,251.6,0,0
415,199.5,KS,0.482484728,135,0,0
408,194.8,KS,0.039710846,167.2,0,0
415,191.3,KS,0.152540361,193.9,0,0
415,190.1,KS,0.105711337,182.2,0,0
510,189.5,KS,2.220446049e-16,189.8,0,0
408,186.6,KS,0.810574670,222,0,0
415,184.8,KS,0.021172098,248.6,0,0
415,184.1,KS,0.162055322,194.5,0,0
510,183.9,KS,2.220446049e-16,240.7,0,0
510,178.6,KS,2.220446049e-16,213.1,0,0
415,177.9,KS,0.137892403,167.3,0,0
415,175.8,KS,0.034193201,253.6,0,0
415,174.6,KS,0.024633468,310.6,0,0
510,161.2,KS,2.220446049e-16,204.2,0,0
415,158.6,KS,0.153955347,211.2,0,0
415,158.1,KS,0.010551681,115.2,0,0
510,158,KS,2.220446049e-16,197,0,0
510,154,KS,2.220446049e-16,205.9,0,0
408,150.7,KS,0.130563105,197.3,0,0
510,144.1,KS,2.220446049e-16,167.6,0,0
510,137.8,KS,2.220446049e-16,187.7,0,0
415,131.6,KS,0.241458995,211.3,0,0
510,129,KS,2.220446049e-16,188,0,0
510,115.4,KS,2.220446049e-16,262.6,0,0
415,103.3,KS,0.000357872,245.9,0,0
415,83.4,KS,0.000613985,232.2,0,0
408,62.8,KS,0.099446723,170.4,0,0
408,62.6,KS,0.444854367,180.6,0,0
415,314.6,KY,0.604949800,169.8,0,0
415,295.4,KY,0.215574460,232.1,0,0
415,279.9,KY,0.338483516,223.1,0,0
415,274.7,KY,0.545306388,193.5,0,0
415,255.9,KY,0.642394270,204.1,0,0
408,253.7,KY,6.896477926e-11,229.2,0,0
415,247.2,KY,0.446344196,303.7,0,0
415,236.8,KY,0.153729045,186.4,0,0
510,234.7,KY,2.220446049e-16,195.7,0,0
510,222.8,KY,2.220446049e-16,163.2,0,0
415,220,KY,0.219298296,207.7,0,0
415,215.6,KY,0.142110263,193.4,0,0
408,214.7,KY,2.220446049e-16,138.5,0,0
408,212.8,KY,2.220446049e-16,204.1,0,0
408,209.9,KY,2.220446049e-16,195.1,0,0
415,204,KY,0.087551498,225.1,0,0
415,198.4,KY,0.028117899,216.9,0,0
415,196.6,KY,0.051724602,313.2,0,0
415,194,KY,0.036131279,241,0,0
415,193.7,KY,0.066742276,154.2,0,0
408,191.6,KY,2.220446049e-16,205.6,0,0
510,184.6,KY,2.220446049e-16,196,0,0
408,177.2,KY,2.220446049e-16,142.6,0,0
408,177.1,KY,5.396032729e-12,184.7,0,0
415,175.6,KY,0.081045318,238,0,0
415,172.5,KY,0.010967297,253.1,0,0
415,170.5,KY,0.011173973,193.2,0,0
415,169.8,KY,0.061871854,173.7,0,0
415,168.3,KY,0.061666862,87.6,0,0
415,168,KY,0.760789035,163.2,0,0
415,166.5,KY,0.023117162,210.2,0,0
408,159.8,KY,2.029615029e-12,264,0,0
408,157.8,KY,1.000000000,161.5,0,0
510,157.3,KY,2.220446049e-16,197.5,0,0
415,157.1,KY,0.028514975,162.6,0,0
415,154.1,KY,0.058782145,123.4,0,0
415,146.7,KY,0.151567691,148.3,0,0
415,145,KY,0.086891113,175.8,0,0
510,144.1,KY,1.750756470e-10,249.8,0,0
510,141.4,KY,8.978977122e-13,163,0,0
408,135.4,KY,2.608864051e-11,205.9,0,0
408,135,KY,2.220446049e-16,183.6,0,0
415,130.5,KY,0.006266464,131.2,0,0
510,125.8,KY,1.000000000,207.7,0,0
408,115.4,KY,2.220446049e-16,166.2,0,0
415,108.6,KY,0.014561393,206.4,0,0
415,105.3,KY,0.054460758,197.4,0,0
415,104,KY,0.009866172,197,0,0
510,99.7,KY,2.220446049e-16,145.1,0,0
510,99.4,KY,2.220446049e-16,275,0,0
408,94.9,KY,2.220446049e-16,253.2,0,0
510,88.8,KY,5.297190439e-12,109.6,0,0
510,88.5,KY,1.919328164e-11,324.8,0,0
408,73.8,KY,6.978911405e-11,143.4,0,0
510,310.4,LA,4.351420254e-11,66.5,0,0
510,276.6,LA,2.220446049e-16,220.1,0,0
415,241.9,LA,0.115703968,129.4,0,0
415,241.1,LA,0.077970418,155.6,0,0
415,228.7,LA,0.139885468,163,0,0
408,224,LA,2.143344585e-11,233.5,0,0
408,220.7,LA,2.143344585e-11,270.2,0,0
408,219.2,LA,2.143344585e-11,149.4,0,0
415,214.1,LA,0.061873662,169.2,0,0
510,212.3,LA,7.094177440e-12,251.5,0,0
415,212.1,LA,0.027688838,189.4,0,0
415,203.4,LA,0.080637102,190.9,0,0
408,202,LA,2.143344585e-11,163.5,0,0
415,198.9,LA,0.493972844,274,0,0
415,197.7,LA,0.207741769,127.6,0,0
408,187.4,LA,2.143344585e-11,177.8,0,0
415,186.8,LA,0.024747810,207.6,0,0
510,184.5,LA,2.844159601e-11,183.2,0,0
408,184.5,LA,2.143344585e-11,351.6,0,0
408,183.3,LA,2.143344585e-11,205.1,0,0
408,181.5,LA,2.143344585e-11,218.4,0,0
415,179.3,LA,0.164764610,178.6,0,0
408,178.7,LA,2.143344585e-11,292.1,0,0
415,170.5,LA,0.028259171,217.2,0,0
415,169.2,LA,0.114971735,149.9,0,0
415,166.9,LA,0.408970075,221.2,0,0
415,155,LA,0.068354153,142.4,0,0
510,153.2,LA,6.758643972e-11,210.8,0,0
415,148.5,LA,0.021545125,243,0,0
415,147.7,LA,0.052917783,283.3,0,0
408,147.2,LA,2.143344585e-11,175.2,0,0
415,146.6,LA,0.079377035,114.8,0,0
415,145.1,LA,0.038295202,233.7,0,0
510,143.3,LA,1.000000000,230.7,0,0
510,142.3,LA,2.083487024e-13,204.5,0,0
415,141.1,LA,0.038157667,460.5,0.25,6.002500000
415,136.6,LA,0.217568172,209.4,0,0
408,136.1,LA,2.143344585e-11,156.3,0,0
415,128.8,LA,0.051105258,157.3,0,0
415,115.9,LA,0.308542395,236.6,0,0
408,82.6,LA,2.143344585e-11,204,0,0
415,58.4,LA,0.176949749,262.2,0,0
415,293.7,MA,1.000000000,272.5,0,0
510,290.4,MA,1.000000000,253.9,0,0
415,284.4,MA,1,157,0,0
510,271.4,MA,1.000000000,190.4,0,0
415,264.8,MA,1,245.4,0,0
408,241.2,MA,0.149466627,116.5,0,0
510,233.8,MA,5.647638928e-11,221.6,0,0
510,220.8,MA,2.632001863e-11,148.5,0,0
408,220.4,MA,8.712917228e-11,211.2,0,0
510,218.2,MA,5.905010188e-11,348.5,0,0
408,217.6,MA,0.002720500,320.5,0,0
408,216.8,MA,2.220446049e-16,187.8,0,0
408,209.8,MA,2.220446049e-16,155,0,0
415,209.4,MA,2.220446049e-16,237.4,0,0
408,204.9,MA,0.006474436,201,0,0
408,195.4,MA,6.296209405e-09,268.2,0,0
510,195.1,MA,2.220446049e-16,261.5,0,0
510,192.9,MA,2.220446049e-16,185.5,0,0
408,190.3,MA,0.000482852,256.6,0,0
408,186.9,MA,0.489125745,182.6,0,0
415,185,MA,2.220446049e-16,223.3,0,0
415,183.2,MA,3.598295677e-11,252.8,0,0
415,183.1,MA,2.220446049e-16,160.1,0,0
415,178.1,MA,2.220446049e-16,236.7,0,0
408,176.9,MA,0.194579862,167.9,0,0
510,176.3,MA,2.220446049e-16,259.2,0,0
415,175.8,MA,1.384488164e-10,274.3,0,0
408,174.4,MA,1.814225838e-06,265.8,0,0
415,173.9,MA,2.220446049e-16,287.4,0,0
415,173,MA,1.993876321e-11,190.4,0,0
415,162.8,MA,1.000000000,229.6,0,0
415,161.7,MA,2.220446049e-16,207.6,0,0
408,160,MA,4.553107517e-06,175.4,0,0
415,159.7,MA,1.000000000,197.5,0,0
408,157.9,MA,0.145478254,234,0,0
415,156.9,MA,2.220446049e-16,122.2,0,0
510,154.2,MA,2.220446049e-16,196.7,0,0
510,149.8,MA,2.220446049e-16,276.3,0,0
408,148.6,MA,0.012419324,210.8,0,0
408,147.2,MA,0.866661674,160.1,0,0
415,147,MA,2.220446049e-16,197.3,0,0
408,139.4,MA,1.725896446e-10,223.7,0,0
415,137.3,MA,2.220446049e-16,212.2,0,0
415,117.6,MA,2.220446049e-16,214,0,0
408,94.1,MA,1.785594593e-11,280.3,0,0
408,60.4,MA,2.024741264e-09,306.2,0,0
408,58.9,MA,0.132584350,305.5,0,0
408,321.1,MD,1,265.5,0,0
408,312,MD,1.000000000,129.4,0,0
510,295,MD,0.773996788,223.6,0,0
415,294.9,MD,1,192.8,0,0
510,276.7,MD,0.035417807,203.7,0,0
415,273.8,MD,2.220446049e-16,119.6,0,0
408,273.6,MD,2.220446049e-16,114.6,0,0
415,273.3,MD,1,263.6,0,0
415,271.1,MD,8.590508155e-10,172,0,0
415,260,MD,0.999999999,210.5,0,0
415,256,MD,5.556420201e-10,187.4,0,0
510,254.7,MD,0.112652619,90.2,0,0
415,252.4,MD,2.220446049e-16,167.9,0,0
415,250.2,MD,1.000000000,267.1,0,0
408,239.1,MD,1,243.5,0,0
415,236.7,MD,2.220446049e-16,263.5,0,0
408,226.3,MD,4.104365151e-10,223,0,0
415,224.9,MD,9.243694920e-10,143.8,0,0
408,223,MD,2.220446049e-16,227,0,0
415,218,MD,2.220446049e-16,184,0,0
510,216,MD,0.000904820,188.2,0,0
510,213.9,MD,0.107058619,151.9,0,0
415,209.8,MD,2.220446049e-16,171.3,0,0
408,206.9,MD,2.220446049e-16,224.4,0,0
415,204.5,MD,2.220446049e-16,132.8,0,0
408,201.9,MD,2.220446049e-16,154.7,0,0
415,200.3,MD,2.220446049e-16,220.4,0,0
415,198.2,MD,2.220446049e-16,280.4,0,0
415,198.1,MD,2.220446049e-16,177,0,0
408,196.5,MD,2.539305142e-10,241.3,0,0
510,195.6,MD,0.131720775,126.4,0,0
510,190.7,MD,0.175272548,183.5,0,0
415,188.9,MD,2.220446049e-16,160.9,0,0
415,181.6,MD,2.220446049e-16,335.7,0,0
408,173.1,MD,1.000000000,203.9,0,0
415,170.4,MD,2.220446049e-16,200.2,0,0
408,170.2,MD,2.220446049e-16,155.2,0,0
510,169.5,MD,0.279702892,157.6,0,0
415,167.4,MD,2.220446049e-16,172.7,0,0
415,165.3,MD,2.220446049e-16,210,0,0
408,159.4,MD,1.000000000,179.5,0,0
415,155.7,MD,2.220446049e-16,173.7,0,0
415,155.2,MD,2.220446049e-16,195.5,0,0
510,154.5,MD,0.890851647,214.2,0,0
408,137.1,MD,2.220446049e-16,209.8,0,0
415,136.1,MD,2.220446049e-16,181.4,0,0
510,131.4,MD,0.068762717,219.7,0,0
415,129.5,MD,2.220446049e-16,354.2,0,0
510,123.1,MD,0.841367264,213.9,0,0
415,114.4,MD,2.220446049e-16,127.7,0,0
408,107.9,MD,2.220446049e-16,140.4,0,0
415,106.6,MD,2.220446049e-16,147.4,0,0
510,103.1,MD,0.470518512,243,0,0
415,78.2,MD,2.220446049e-16,253.4,0,0
510,78.1,MD,0.111772993,239.3,0,0
408,322.3,ME,0.849400515,222,0,0
510,264.5,ME,0.671409302,194,0,0
408,254.9,ME,0.626300117,243.2,0,0
415,252.9,ME,0.067230097,178.4,0,0
510,242.6,ME,0.169268542,209,0,0
408,237.6,ME,0.338493201,192.4,0,0
415,236.8,ME,0.083314137,167.1,0,0
510,229.3,ME,0.115663759,184.5,0,0
415,223.2,ME,0.118704023,214.4,0,0
415,222.4,ME,0.139373923,185.8,0,0
408,221.9,ME,0.244979236,278.2,0,0
415,221.1,ME,0.020277764,236.7,0,0
415,218.4,ME,0.085940229,236.7,0,0
510,212,ME,0.121461518,226.6,0,0
408,211.3,ME,0.403967259,105.6,0,0
510,211,ME,0.071246159,189,0,0
408,209.6,ME,0.308831120,146.9,0,0
510,198.8,ME,0.517108005,230.1,0,0
510,196.8,ME,0.876787004,254.9,0,0
415,196.5,ME,0.116298315,175.8,0,0
510,195.7,ME,0.224155831,209.1,0,0
510,194.2,ME,0.028825930,242.1,0,0
415,193.4,ME,0.140846020,231.6,0,0
415,190.3,ME,0.035676766,252.7,0,0
415,185.4,ME,0.104927861,191.4,0,0
408,176.3,ME,0.079772697,201,0,0
510,175.8,ME,0.398840090,155,0,0
408,166.4,ME,0.073259166,238.3,0,0
415,166.1,ME,0.203082078,79.3,0,0
415,159.1,ME,0.096891542,269.8,0,0
415,156.5,ME,0.284422883,140.2,0,0
408,154.1,ME,0.018951144,204.2,0,0
510,152.8,ME,0.459559108,242.8,0,0
408,150.5,ME,0.007786361,193.1,0,0
408,149.3,ME,0.038513050,242.2,0,0
415,148.5,ME,0.015377249,114.5,0,0
415,132,ME,0.075865826,231.2,0,0
415,130.7,ME,0.157560087,260.6,0,0
510,129.3,ME,0.067504248,142.7,0,0
415,122.4,ME,0.292902744,113.4,0,0
510,120.8,ME,0.308509654,169.8,0,0
510,118,ME,0.061066100,248.1,0,0
